,id,book_id,profile_id,created_at,updated_at,text,star_rating_id,status,Clean_Text,compound,Sentiment,Book
146,2216565,123551,398640,6/4/2018 08:23:20,6/4/2018 08:23:20,have never felt divided before such trouble reviewing Educated almost slipped entirely under radar hadn seen many people talking about never took time look summary either wasn until read What Nonfiction review Educated that paid attention Although quite conflicted about feel about really glad that made decision read Part absolutely loved Educated Anthropologist completely captivated Tara story life that Tara lived child almost unrecognizable heart wrenchingly believable grew with brothers sisters mountainside Idaho religious fundamentalist parents first doesn seem older brothers were allowed attend school although their life definitely different from other children wasn anything alarming father paranoia about government Illuminati begin completely take hold mind things begin slide very rapidly children pulled school home schooled home schooled mean that they read Bible They expected work their father junkyard highly highly dangerous situations which result serious injuries Doctors hospitals part Illuminati family treated home their mother uses herbal energy remedies even case third degree burns bodily dismemberment girls expected wear clothes that cover their entire body make friends with boys barely even house unsupervised Nobody family really washes cleans Tara constantly gaslighted emotionally abused older brother father mother There were times when Educated very hard read times when made angry that someone subjected that kind treatment times when felt like just couldn continue witness what actually happened author like watching crash also couldn down Especially when Tara life starts tear apart when begins engage with education finally exposed entirely different world Following steps older brothers Tyler passed second secures place college There many many awkward recollections first foray into college education such time when peers thought mocking Holocaust because didn know what pervasive voice father echoing mind when sees fellow female classmates dress Before long though seems though Tara first steps into education like duck taking water begins only pass excel classes receives grades gets into Cambridge University eventually goes complete this comes great cost Tara when Tara unable give ambition education family turn their back spread lies about even receives murder threats from brothers This divisive moment seems that this moment shared many other reviewers readers There many things which aren fully described which raise questions mind would very reluctant that believe what happened Tara because experiences with family abuse endured trauma that followed England very authentic there doubt mind that lives through those things thing have trouble with following educational story Maybe just that many things left unsaid find hard imagine jumping from someone never read text life securing Cambridge University There aspects educational experiences that just make whole sense course could just that genius entire time gifts were never uncovered until granted right education brothers also receive well born raised London England from poor part London raised single parent family failed school managed achieve First degree History Anthropology despite obstacles overcome there there very traceable journey that lead this point cannot even begin fathom rural American girl could barely read managing Cambridge University most elite prestigious universities entire world Cambridge pretty much definition ivory tower Tara manages only become educated manages into such ivory tower Call bitter call jaded call jealous there just something about this journey that doesn quite right with finger really explain there just something about that doesn settle mind really really enjoyed reading first Educated like many other reviewers last part just wasn strong writing captivating story really pulled just couldn down past that point just couldn enjoy same Partly because finding hard deal with questions floating around mind partly because writing just wasn great towards really hard rate Educated because this reason because memoir rather than work fiction ultimately decided rate stars were rate first part definitely would have received from given answered questions feeling dissatisfaction left with bump down half star Thank much Random House approving read review Educated Netgalley,2361201,public,trouble radar many people time summary what nonfiction review attention glad decision part anthropologist tara story life tara child unrecognizable heart believable brother sister idaho religious fundamentalist parent old brother school life different child anything father paranoia government illuminati hold mind thing slide child school home home bible work father dangerous situation serious injury doctor hospital part illuminati family home mother herbal energy remedy case third degree burn bodily dismemberment girl clothe entire body friend boy house unsupervised nobody family clean abused old brother father mother time hard read time angry someone kind treatment time witness author crash life tear engage education different world step old brother tyler second secure place college many many awkward recollection foray college education time peer holocaust pervasive voice father mind fellow female classmate tara first step education duck water excel class grade cambridge university complete great cost tara tara unable ambition education family spread lie murder threat brother divisive moment moment many reviewer reader many thing raise question mind reluctant tara family abuse trauma england authentic doubt mind thing thing trouble educational story many thing unsaid hard imagine someone text life cambridge university educational experience whole sense entire time gift right education brother london england poor part london single parent family school first degree history anthropology obstacle traceable journey lead point rural american girl cambridge university elite prestigious university entire world cambridge much definition ivory tower tara educated ivory tower bitter call jaded call jealous something journey right finger something mind many reviewer last part strong writing captivating story past point hard deal question mind great hard rate reason memoir fiction rate star rate first part question dissatisfaction bump half star random house read review netgalley,-0.9758,Negative,Educated
147,2214671,123551,297258,5/4/2018 07:38:57,5/4/2018 07:38:57,Tara Westover memoir growing rural Idaho community comes across unstinting honesty unsparing chronicling harshness life mountain Families always complicated Westover seems more complicated than most tells story transformation from girl never been school high achieving academic eloquently without self pity Educated engrossing read although there supportive teachers what doesn herself moments clarity about sense self been defined abuse suffered final third documents steps transformation rather than explaining exactly became educated Having said that this very rewarding read that offers real insight into range sensitive issues including abusive relationships mental illness survivalism religion what makes,2359308,public,westov memoir rural idaho community honesty harshness life mountain family complicated westover complicated story transformation girl academic self pity read supportive teacher moment clarity sense self abuse final third document step transformation rewarding read real insight range sensitive issue abusive relationship mental illness survivalism religion,-0.4215,Negative,Educated
148,2214492,123551,426633,5/4/2018 04:12:23,5/4/2018 04:12:23,story Tara survivalist fundamentalist Mormon childhood Idaho leaving pursue education,2359130,public,story tara fundamentalist mormon childhood idaho pursue education,0.0,Neutral,Educated
149,2213105,123551,454734,4/4/2018 10:48:22,4/4/2018 10:48:22,first happened upon this when someone whose taste love recommended passionately twitter just fascinating subject matter also that incredibly evocative movingly told What really kept thinking afterwards well talked about complex feelings towards family even when started emerge into what guess what call real world huge fragments teachings brought with still wrapped around consciousness example duty glad that made place where able write this happy been such success only wonder what family think Definitely easy journey inspiring very easy recommend sundry,2357745,public,someone whose taste love fascinating subject matter evocative what complex feeling family guess real world huge fragment teaching consciousness example duty glad place able happy success wonder family easy journey easy recommend sundry,0.9823,Positive,Educated
150,2211271,123551,84024,3/4/2018 12:53:41,3/4/2018 12:53:41,This most inspiring have read years Brilliantly written conveys transformation that education brings about Tara only terms academic accomplishment perhaps more importantly empowering find herself early years ardently Mormon household hidden away remote Idaho truly chilling unbending discipline father dominates entire household refuses allow family access hospitals schools parties which regards leading them straight Devil children home schooled their mother even this curtailed their father makes them work increasingly long hours scrapyard Most children dreadfully injured some point other carrying this work sent their mother patch them with natural herbs simple bandages Somehow they survive their father dominance goes largely unchallenged Tara however determines break free from these restrictive shackles somehow understands that freedom lies getting education this turn demands complete break from family spoil your enjoyment tell more other than that what achieves truly incredible teachers amazingly supportive repeatedly encouraging onwards even though feels just return home father world Whilst sense disloyalty both Mormon faith father ever present threatens defeat ultimately education provides with strength wisdom establish life Lest reader should doubt this link there chilling reality that when family ultimately fractures siblings that never broke education reject Tara completely They cling words beliefs their father accept hardship brutality that continues imposes their lives However Tara along with brothers also broke away sought education form family bond which recognises they have absolute right walk different path Tara tale truly uplifting This brilliant albeit occasions unbelievably painful read,2355913,public,read year transformation education tara term academic accomplishment early year mormon household remote idaho discipline father entire household refuse family access hospital school party straight devil child home mother father work long hour scrapyard most child injured point work mother natural herb simple bandage father dominance unchallenged tara free restrictive shackle freedom education turn demand complete break family spoil enjoyment incredible teacher supportive encouraging home father world sense mormon faith father defeat education strength wisdom life reader doubt reality family sibling education reject tara word belief father hardship brutality life tara brother education form family bond absolute right walk different path tara tale brilliant occasion painful read,0.8839,Positive,Educated
151,2210957,123551,309801,3/4/2018 11:02:57,3/4/2018 11:02:57,This five star from beginning Tara Westover born writes growing remote part Idaho with parents were fundamental Mormons father survivalist family were poor initially made most their income running scrapyard Tara youngest seven children expected help business from early Health safety were existent Also existent seem basic common sense parental desire protect your children There were several dreadful accidents both scrapyard road somehow Tara knew education this harsh environment story making Cambridge University Harvard quite incredible point would think nonsense written fiction this fiction incredible journey from never going school being home schooled getting degrees from world academic institutions really happened While gripped tale leave with many questions Tara says that about religion their family being fundamental Mormons dwelled would have liked hear more thought that fundamental Mormons practiced polygamy members this family practice polygamy also question someone with education into just Tara siblings were also educated either school homeschooled hand keen know what happened other hand didn want finish such gripping tale truly hope Tara writes further volume years siblings parents write themselves With thanks NetGalley Random House Cornerstone free copy this exchange honest review,2355600,public,star beginning tara remote part idaho parent fundamental mormon father survivalist family poor income scrapyard tara young child help business early health safety existent existent basic common sense parental desire child several dreadful accident scrapyard road education harsh environment story cambridge university harvard incredible point nonsense fiction fiction incredible journey school home degree world academic institution tale many question religion family fundamental mormon fundamental mormon polygamy member family practice someone education tara sibling school hand keen hand want finish tale tara volume year sibling parent thank netgalley random house cornerstone free copy exchange honest review,0.8957,Positive,Educated
152,2206923,123551,408827,1/4/2018 05:16:15,1/4/2018 05:16:15,Raised radical Mormon family rural Idaho Tara Westover father believed times would soon come childhood consisted gathering provisions their survival working father scrapyard shunning education mother version home schooling Throughout childhood never visited doctor received vaccine took pill pain father believed medical establishment cahoots with Illuminati medicine pills taken would stay your body cause long term harm Despite constant emotional physical abuse that suffers hands family Westover manages without having ever gone school into Brigham Young University paving educational journey that will take hallowed halls Harvard Cambridge earning intellectual history political thought This good journey that Westover takes full craziness self doubt that with every step urging willing success story told incredibly well excellently written never self indulgent which memoir like this could easily have been read this days which very quick each chapter would tell myself just more staying past bedtime read more couldn down anyone thinking picking this,2351569,public,radical mormon family rural idaho tara westov father time childhood provision survival father scrapyard education mother version home childhood doctor vaccine pill pain father medical establishment cahoot medicine pill body long term harm constant emotional physical abuse hand family school brigham young university educational journey hallowed hall harvard cambridge intellectual history political thought good journey full craziness self step willing success story indulgent memoir day quick chapter staying bedtime anyone picking,0.0258,Neutral,Educated
153,2205777,123551,354353,31/3/2018 10:15:43,31/3/2018 10:15:43,There many aspects this which fascinating isolated upbringing prepping Mormons mental health determination succeed most importantly power education amazing story Tara suffers many ways child this normal journey from down dangerous scrap yard Idaho Cambridge University would unbelievable work fiction true impossible touched resistance determination Highly recommended,2350422,public,many aspect fascinating isolated upbringing prepping mental health determination power education amazing story tara many way child normal journey dangerous scrap yard idaho cambridge university unbelievable work fiction true impossible resistance determination,0.8979,Positive,Educated
154,2204421,123551,379424,30/3/2018 12:52:20,30/3/2018 12:52:20,many reviewers have said this hard read stop couple times come back when taken deep breath Saddened deeply levels brutality understanding Tara family Saddened fanaticism father swiftly followed brother Saddened meekness mother giving these dictators home Despite having support system Tara somehow reached target becoming educated only Still loyalty this dysfunctional family never wavered although response cold admire writing this Thanks NetGalley review copy,2349069,public,many reviewer hard read couple time deep breath level brutality understanding tara family fanaticism father brother meekness mother dictator support system tara target loyalty dysfunctional family response cold admire thank netgalley review copy,0.7506,Positive,Educated
155,2203767,123551,278168,30/3/2018 03:14:09,30/3/2018 03:14:09,overall premise this that someone come from dysfunctional sometimes brutal family oppose formal education still gain quite uplifting brutal full abuse which never really dealt with just seemed accepted part life main characters were well drawn there good insight into more rigid Mormon beliefs However girl centre story whilst supposedly clever enough scholarships produce brilliant work didn seem realise that being badly abused family other members family were also being abused whilst abusers behind their beliefs found story depressing with gaps along good insight into Mormons their beliefs,2348415,public,overall premise someone dysfunctional brutal family formal education brutal full abuse part life main character good insight rigid mormon belief girl centre story clever enough scholarship brilliant work family member family abuser belief story depressing gap good insight belief,-0.8176,Negative,Educated
156,2200196,123551,200139,28/3/2018 04:17:27,28/3/2018 04:17:27,Educated tale struggle resilience bravery from Tara some siblings There also much betrayal abuse there from Tara father often point that sometimes hard read just hate think that someone treat their family this wondering times this really possible fact that Tara Westover real life pages this just shows that sadly there real evil this world also some real light support Tara grew more uplifting liked learning about life universities attended incredibly naive times often quite hard work this added interest also really enjoyed reading about Mormon faith still feel like know that much about faith because even with limited knowledge tell that could think that Westover family typical Mormon family inspiring read someone like generally enjoyed school spends time reading crazy think some children aren given same opportunities from young even blocked from accessing education those supposed care love them Educated definitely thought provoking unusual read would recommend,2344850,public,tale struggle resilience bravery tara sibling much betrayal abuse father hate someone family time possible fact real life page real evil world real light support tara life university naive time hard work interest mormon faith much faith limited knowledge tell westov family typical mormon family someone school time crazy child opportunity young education care love unusual read,-0.128,Negative,Educated
157,2196995,123551,384546,26/3/2018 14:44:02,26/3/2018 14:50:10,Having recently read Rebecca Stott Days Rain another memoir about growing within restrictive religious group might have been little much This brilliant exposition metaphorical literal journeying from family world saturated abuse ignorance that normalised life which individual fights scholarships university places where encouraged blossom grow intellectually emotionally something made more extraordinary fact that Tara Westover never went school spent most days helping father highly dangerous scrapyard avoiding most serious physical injuries luck rather than health safety practice pick Educated expecting tutored shocked unfamiliar most doctrine Mormonism will disappointed This memoir which excoriates faith system pretty quickly that Tara father beliefs norm within Mormon community Suffering from bipolar disorder delusional passionate times downright dangerous often depressed controls family with iron will Tara struggles free herself guilt when disobeying father particular tries break away from brother Shawn coercive often brutal behaviour takes years make peace with notion that will have walk away from some family members ever true real self This memoir superb study even very able talented curious sensitive people brainwashed into behaving self destructive ways when society patriarchal rules encourage encompassing power wielded with little regard Tara Westover describes traumatic events without resorting gratuitous description careful take easy route applying monster redeemer labels because knows that life much more complicated Throughout depictions suffering both physical mental there self pity this makes tale stronger wonderful exposition love loyalty terror guilt eventually self belief inner strength thanks NetGalley Random House York copy this exchange fair review,2341670,public,rebecca stott day memoir restrictive religious group little brilliant exposition metaphorical literal family world abuse ignorance life individual university place blossom something extraordinary fact school day father dangerous scrapyard serious physical injury luck health safety practice pick expecting unfamiliar doctrine mormonism memoir faith system father belief norm mormon community bipolar disorder delusional passionate time dangerous depressed control family iron tara free guilt father particular brother shawn coercive brutal behaviour year peace notion family member true real self memoir superb study able talented curious sensitive people self destructive way society patriarchal rule power little regard tara traumatic event gratuitous description careful easy route monster redeemer label life complicated depiction physical mental self pity tale strong wonderful exposition love loyalty terror guilt self belief inner strength thank random house york copy exchange fair review,0.9563,Positive,Educated
158,2196012,123551,263425,26/3/2018 05:50:21,26/3/2018 05:50:21,fascinating story about girl grows with religious fanatical family Growing with complete lack understanding about even simplest life skills knowledge birth certificate does exist records normal life difficult read descriptions violence cruelty ignorance However strength Tara amazing following incredible journey self educate herself truly rewarding,2340689,public,fascinating story girl religious fanatical family complete lack simple life knowledge birth certificate record normal life difficult description violence cruelty ignorance strength tara amazing incredible journey self rewarding,-0.1027,Negative,Educated
159,2177339,123551,261685,15/3/2018 09:12:14,15/3/2018 09:12:14,Tara Westover harrowing upbringing seventh child fundamentalist Mormon family backwoods Idaho childhood teenage years were peppered with accidents work accidents other mental physical trauma abuse Despite that despite lacking education never sent school homeschooled ends getting college education eventually Cambridge University writing style some niggling gaps story some things that didn quite kept distance never really sense Tara Westover really,2322042,public,harrowing seventh child fundamentalist mormon family idaho childhood teenage year accident work accident mental physical trauma abuse education school college education cambridge university writing style gap story thing distance,-0.9217,Negative,Educated
160,2173041,123551,218976,12/3/2018 18:09:48,12/3/2018 18:09:48,Educated horrifying compelling read Westover memoir centred around idea education which took from junkyard Idaho Oxford Harvard achievements particularly astonishing given that first experience formal education undergraduate level that family life heartbreakingly violent family dysfunction presented chilling detail through narrative voice which combines childhood acceptance trauma endured adult rejection These different perspectives mean story seems disjointed incomplete places perhaps because events still relatively recent Westover fully come terms with them main issue with this balance lack balance between terrifying events Tara Westover childhood dazzling academic achievements sheer weight abuse violence trauma overwhelming times disappointed that comparison experiences achievements education from early days reading home work student were undeveloped would have loved read more about this,2317746,public,horrifying compelling read memoir idea education junkyard idaho oxford harvard achievement first experience formal education undergraduate level family life violent family dysfunction detail narrative voice childhood acceptance trauma adult rejection different perspective story incomplete place event recent term main issue balance lack balance terrifying event childhood academic achievement sheer weight abuse violence trauma overwhelming time disappointed comparison experience achievement education early day home work student undeveloped,-0.9861,Negative,Educated
161,2166164,123551,152270,8/3/2018 13:16:44,8/3/2018 13:16:44,This unforgettable memoir tells young woman grid upbringing Idaho hard work that took from almost complete ignorance Cambridge Tara Westover kind upbringing most only imagine youngest seven children raised Buck Peak Idaho Mormon parents distrusted federal government anticipated days father refused register children births Westover birth certificate knowledge exact birthday Westover also rejected formal education none children attended school They could study home from meager selection text they chose their father valued practical skills more Westover work junkyard sorting scrap metal when merely also babysat packed nuts worked grocery store never went school simple pleasures childhood were available Musical theater provided rare moments life hard labor that included assisting mother unofficial midwife herbalist family went through serious accidents brother Shawn suffered multiple head injuries father construction site Shawn behavior grew cruel especially after brain damage would Westover head down toilet bend wrist back until nearly snapped call whore wearing gloss This sadistic pattern repeated with another sister later with wife Westover struggled convince parents believe something anything about Shawn manipulative violence Education Westover means escape Like brother Tyler before studied independently until passed earned acceptance Brigham Young University Here forced wake extreme ignorance raised hand history class what Holocaust meant learned Martin Luther King study abroad year King College Cambridge opened mind even more paved return England Master degrees history professor told written best essays read years referred Pygmalion fresh mind that could mold success From Idaho junkyard venerable halls Cambridge disorienting Westover think come truly believe deserved there Trips home plunged back into family turmoil parents disapproved pursuing education instead marriage motherhood father severely burned fuel tank explosion didn believe modern medicine never went hospital wife treated home with herbal salves booming business that made them wealthy Westover incredible story about testing limits perseverance sanity father have been survivalist psychic survival most impressive outcome here Although this memoir represents Westover perspective strives rational charitable questioning memory interpretation events often looking outside confirmation from other family members witnessed same events though temptation must have been strong doesn portray father villain more like Testament patriarch fierce unmovable careful make hers simple narrative about rejecting Mormonism fact opens with disclaimer that effect because parents extremism beyond what norm Mormons writing takes this astonishing life story next level making classic alongside memoirs Alexandra Fuller Mary Karr Jeannette Walls Westover narrates with calm authority channeling style scriptures history that were formative upbringing education favorite passages reflects fundamental differences between father viewpoint father looked temple granite looked each other woman damned unhinged literally disfigured beliefs This most powerful well written memoirs ever read first half young girl spends lonely years wide open sanctuary American West classroom heap junk text slates scrap Westover writes second half whole world history open high price having sacrificed family education author remains estranged from parents siblings have formed factions four work parents herbal empire Idaho three left pursue education obtaining doctoral degrees Which route would choose,2310876,public,unforgettable memoir young woman grid idaho hard work complete ignorance cambridge tara upbringing young child buck peak mormon parent federal government day father register child birth birth certificate knowledge exact birthday formal education none child school home meager selection text father practical skill work junkyard scrap metal nut grocery store school simple pleasure childhood available musical theater rare moment life hard labor mother unofficial midwife family serious accident brother shawn multiple head injury father construction site shawn behavior cruel brain damage toilet bend wrist call gloss sadistic pattern sister wife convince parent something anything shawn manipulative violence education westover brother tyler acceptance brigham young university extreme ignorance hand history class holocaust martin luth king year king college cambridge mind return england master degree history professor good essay year pygmalion fresh mind mold success idaho junkyard venerable hall cambridge trip home family turmoil parent education marriage motherhood father fuel tank explosion modern medicine hospital wife home herbal salve booming business wealthy incredible story testing limit perseverance sanity father psychic survival impressive outcome memoir westov perspective rational charitable questioning memory interpretation event outside confirmation family member event temptation father villain testament patriarch fierce unmovable careful simple narrative mormonism fact disclaimer effect parent extremism norm astonishing life story next level making classic memoir alexandra full mary karr jeannette wall calm authority style scripture history formative upbringing education favorite passage fundamental difference father viewpoint father temple granite woman belief powerful memoir young girl lonely year open sanctuary american west classroom heap junk text second whole world history high price family education author estranged parent sibling faction work parent herbal empire left pursue education doctoral degree which route,0.6369,Positive,Educated
162,2161568,123551,346616,6/3/2018 04:14:26,6/3/2018 04:14:26,Such brave honest intelligent account childhood that anything conventional Despite physical mental abuse being made work conditions that least young child should lack formal education Tara only survived educated herself ultimately became mourned loss family along even though eyes were opened fallacies that been life still missed them loved them despite everything brothers clearly mentally father suffered incredible abuse from that parents refused acknowledge sexual abuse also involved Tara cannot voice this treatment sister that finally caused split with family breakdown Tara began heal flourish finding support within extended family unit Brutal chilling ultimately tale human spirit overcoming terrible obstacles shine grows strength does dazzled,2306297,public,such brave honest intelligent account childhood anything conventional physical mental abuse work condition least young child formal education tara mourned loss family eye fallacy life everything brother father incredible abuse parent sexual abuse tara treatment sister split family breakdown tara heal flourish support extended family unit brutal tale human spirit terrible obstacle strength,-0.891,Negative,Educated
163,2160255,123551,284396,5/3/2018 12:26:33,5/3/2018 12:26:33,Undoubtedly fascinating story felt times missed details beyond family things like first formal education process integrating education part very high level overviews would have loved find more transition,2304987,public,fascinating story time detail family thing first formal education process education part high level overview transition,0.5423,Positive,Educated
164,2145456,123551,362885,25/2/2018 07:55:11,25/2/2018 07:55:11,intriguing autobiography spanning Tara hectic childhood rural Idaho,2290225,public,autobiography tara hectic childhood rural idaho,0.0,Neutral,Educated
165,2142999,123551,37579,23/2/2018 17:45:53,23/2/2018 17:45:53,companion piece Rebecca Stott Days Rain this incredible read woman triumph over adversity which however came huge personal cost child adult tale religious extremism versus education triumph will heart mouth throughout,2287776,public,companion piece rebecca stott day incredible woman triumph adversity huge personal cost child adult tale religious extremism education triumph heart mouth,0.6908,Positive,Educated
166,2131393,123551,427807,16/2/2018 16:39:51,16/2/2018 16:39:51,What ride most intense ever read Told from perspective Tara born into Mormon family rural Idaho overbearing zealous survivalist father kowtowing mother with four brothers sister Coerced from very early work father scrapyard with virtually schooling sheer physicality danger life limb brothers breathtaking will loathe father want shake mother take Tara from this vicious toxic environment constant dogmatic brainwashing works righteous when devastating things happen they because will When told husband about thought just novel knew from sheer intensity that could only have been written someone been through this ordeal Tara eventually escapes life scrapyard heading academia pays hefty price plagued detachment guilt self doubt parents side with Tara viciously brutal brother Shawn cast family Just this week interview with Tara Westover appeared Times Magazine that where heading unputdownable tour force,2276203,public,what intense perspective tara mormon family rural idaho zealous survivalist father mother brother sister early work father scrapyard sheer physicality danger life limb brother loathe father shake mother tara vicious toxic environment constant dogmatic brainwashing work righteous devastating thing husband novel sheer intensity someone ordeal tara life scrapyard academia hefty price detachment guilt self parent side brutal brother shawn family week interview tara time magazine unputdownable tour force,-0.9623,Negative,Educated
167,2108735,123551,323725,4/2/2018 03:28:19,4/2/2018 03:28:19,Educated most disturbing compelling gripping memoirs read long time This going year read almost state slack jawed open mouthed shock Tara Westover lives foot mountain called Buck Peak Wormwood Idaho lives with parents siblings isolated backwoods rural area family Mormon which secondary story almost because this religious such father suffers from polar disorder which case manifests itself acute paranoia suspicion depression mania interpreting using teachings faith agenda controlling abusive husband parent obsessed with illuminati believes world about family live grid uses money obtained from scrap business property stockpile food weapons fuel precious metals prepare days births children have been registered believes that modern medicine work Satan With this mind wife Tara mother becomes skilled herbalist mixing salves potions treat family ailments Later becomes unqualified midwife attending birthings women surrounding areas learning trade even though finds nerve wracking exhausting Tara father uses children scrap business work hands from early showing concern their welfare making them operate dangerous machinery climb great heights believing that whatever happens them will When them have serious injuries they taken hospital treated mother home made homeopathic medicines salves Some left with permanent disability result children aren sent school officials told they being home schooled their education existent Tara older brother abusive nasty bully makes life absolute hell frequently attacking even breaking bones parents turn blind Slowly children break away some them manage attend college their endeavour study learn Tara eventually leaves herself facing enormous difficulties managing overcome them until eventually going attain highest qualifications place Cambridge university This about that journey although Tara often drawn back family almost cost sanity through intellect Herculean efforts capacity learn eventually able forge independent meaningful life Through college classes learns that there name father illness writes understood that disease choice This knowledge might have made sympathetic father didn felt only anger were ones paid thought Mother Luke Shawn been bruised gashed concussed legs fire heads open lived state alert kind constant terror brains flooding with cortisol because knew that those things might happen moment Because always faith before safety Because believed himself right kept believing himself right after first crash after second after fire pallet paid Awesome haunting shocking compelling heartbreaking This this year reads will stay with long time,2253606,public,compelling memoir long time year state slack open mouthed shock tara westover foot mountain buck peak wormwood idaho parent sibling rural area family mormon secondary story religious father polar disorder case acute paranoia suspicion depression mania teaching faith agenda abusive husband parent illuminati world family grid money scrap business property stockpile food weapon fuel precious metal day birth child modern medicine work satan mind wife tara mother skilled herbalist salve potion family ailment unqualified midwife birthing woman area trade nerve wracking exhausting tara father child business work hand early concern welfare dangerous machinery climb great height whatev serious injury hospital mother homeopathic medicine left permanent disability result child school official home schooled education existent tara old brother abusive nasty life absolute hell bone parent blind child college endeavour study tara enormous difficulty high qualification place cambridge university journey tara family sanity intellect herculean effort capacity able independent meaningful life college class name father illness disease choice knowledge sympathetic father anger one mother luke shawn leg fire head lived state alert constant terror brain cortisol thing moment faith safety first crash second fire pallet awesome haunting compelling heartbreaking year long time,-0.9826,Negative,Educated
168,2131950,123551,123950,17/2/2018 05:48:02,17/2/2018 05:48:02,Tara Westover Educated memoir childhood growing rural Idaho home schooled bottling food Days listening father fundamentalist Mormon prepper rants what happens when challenges assumptions their family built Superbly written thought provoking just finished this last night utterly blown away,2276758,public,memoir childhood rural idaho home food day father fundamentalist mormon prepper rant challenge assumption family thought provoking last night,-0.4404,Negative,Educated
169,2094670,123551,7588,27/1/2018 08:05:47,27/1/2018 08:05:47,Educated Tara Westover most anticipated releases definitely disappoint Tara Westover memoir filled with interesting family stories heartbreak resilience strength much more both touching thought provoking personal universal Tara Westover seventeen years when first foot traditional classroom Educated unconventional homeschooling system unconventional sense that there really encouragement study first place Tara never really imagined person would into traditional school environment future felt very determined marrying early giving birth children assisting mother with midwife business father with many business endeavors When Tara brothers moves away from home attend university against their parents wishes Tara begins think that there might possibility escape determined future well interesting kind terrifying read about Tara childhood things that witness living family that does believe government organized education assistance trained physicians nurses Seeing mother suffer from brain injury getting help from doctors seeing brother burned scarred leaves mark that probably never able fully erase Tara father most interesting characters read about synopsis calls survivalist which guess true extent since does prepare world find interesting though that synopsis does really mention religious aspects Tara father believes Maybe publisher thinks mention religion could drive some readers away personally read about this from elsewhere knew about religious content before picking this Tara family attends church services local Mormon church according father they seem only true believers their community religious believes reason doesn want children government owned school hospital accident happens according wish religious person which find extremely difficult understand Tara father reasoning decisions made consider would situations family finds itself though relate Tara father found extremely intriguing read about decisions actions definitely have left mark only himself members family well violence Tara witness personally through home angering heartbreaking status women community horrible painful read about Getting witness Tara perception herself what gone through changes spends time away from home extremely interesting brilliantly executed more time spends away more starts realize that what happened since childhood normal deserved result toxic masculinity gender stereotypes Tara educational journey inspirational highlights personal strength able slowly surely acclimated this whole world described brilliantly constantly found myself rooting wishing best Finding areas academic interest questioning things been taught home takes time once gets chance make mind proved that ideas original brilliant worth examining academic research mentions sounds like something would love hands Westover strong writer able piece story together that makes reader want keep turning pages Though able relate family background struggles university finding academic world were issues which made think about university years While believe those relate Tara family educational background minority within readership this believe universal story about struggles growing unconventional environment finding making decisions against parents wishes issues many readers identify with highly recommend Educated everyone hope that this only beginning Tara Westover writing career,2239570,public,tara release disappoint tara memoir interesting family story heartbreak resilience strength touching thought personal universal tara year first foot traditional classroom unconventional homeschooling system unconventional sense encouragement study first place tara person traditional school environment future determined early birth child mother midwife business father many business endeavor tara brother university parent tara possibility future interesting kind terrifying read tara childhood thing family government education assistance physician nurse mother brain injury help doctor brother leaf mark able tara father interesting character synopsis call true extent world interesting synopsis religious aspect tara father publisher religion reader religious content picking tara family church service local mormon church father true believer community religious reason child government school hospital accident wish religious person difficult understand tara father reasoning decision situation family relate tara father intriguing read decision action mark member family violence tara witness angering status woman community horrible painful read witness tara perception change time interesting time start childhood normal deserved result toxic masculinity gender stereotype educational journey inspirational highlight personal strength able whole world good area academic interest thing time chance mind idea original brilliant worth academic research mention something hand strong writer able piece story reader page able family background university academic world issue university year tara family educational background minority readership universal story unconventional environment decision parent issue many reader everyone tara writing career,0.9819,Positive,Educated
170,2075188,123551,94795,16/1/2018 07:26:51,16/1/2018 07:26:51,fascinated Tara story struggle overcome unusual difficult upbringing determination read learn inspirational clearly gifted person hope that been able come terms with family background found happiness life,2220130,public,fascinated tara story struggle unusual difficult upbringing determination inspirational gifted person able term family background happiness life,0.836,Positive,Educated
